earth_date_time,mars_date_time,sol_number,max_ground_temp(°C),min_ground_temp(°C),max_air_temp(°C),min_air_temp(°C),mean_pressure(Pa),wind_speed(m/h),humidity(%),sunrise,sunset,UV_Radiation,weather
"Earth, 2019-05-09 UTC","Mars, Month 1 - LS 22°",Sol 2401,-23,-77,-3,-82,846,Value not available,Value not available,06:28,18:22,moderate,Sunny
"Earth, 2019-05-08 UTC","Mars, Month 1 - LS 21°",Sol 2400,-24,-76,-3,-82,846,Value not available,Value not available,06:29,18:23,moderate,Sunny
"Earth, 2019-05-07 UTC","Mars, Month 1 - LS 21°",Sol 2399,-22,-75,-2,-80,845,Value not available,Value not available,06:29,18:23,moderate,Sunny
"Earth, 2019-05-06 UTC","Mars, Month 1 - LS 20°",Sol 2398,-22,-76,-2,-80,844,Value not available,Value not available,06:29,18:23,moderate,Sunny
"Earth, 2019-05-04 UTC","Mars, Month 1 - LS 20°",Sol 2397,-21,-75,-2,-80,843,Value not available,Value not available,06:30,18:24,moderate,Sunny
"Earth, 2019-05-03 UTC","Mars, Month 1 - LS 19°",Sol 2396,-22,-76,-3,-81,843,Value not available,Value not available,06:30,18:24,moderate,Sunny
"Earth, 2019-05-02 UTC","Mars, Month 1 - LS 19°",Sol 2395,-23,-76,-1,-82,843,Value not available,Value not available,06:30,18:25,moderate,Sunny
"Earth, 2019-05-01 UTC","Mars, Month 1 - LS 18°",Sol 2394,-22,-75,-1,-80,841,Value not available,Value not available,06:31,18:25,moderate,Sunny
"Earth, 2019-04-30 UTC","Mars, Month 1 - LS 18°",Sol 2393,-22,-76,-1,-80,841,Value not available,Value not available,06:31,18:26,moderate,Sunny
"Earth, 2019-04-29 UTC","Mars, Month 1 - LS 17°",Sol 2392,-20,-76,-1,-80,840,Value not available,Value not available,06:31,18:26,moderate,Sunny
"Earth, 2019-04-28 UTC","Mars, Month 1 - LS 17°",Sol 2391,-21,-77,-1,-79,838,Value not available,Value not available,06:31,18:26,moderate,Sunny
"Earth, 2019-04-27 UTC","Mars, Month 1 - LS 16°",Sol 2390,-23,-77,0,-81,838,Value not available,Value not available,06:32,18:27,moderate,Sunny
"Earth, 2019-04-26 UTC","Mars, Month 1 - LS 16°",Sol 2389,-22,-76,-1,-81,838,Value not available,Value not available,06:32,18:27,moderate,Sunny
"Earth, 2019-04-25 UTC","Mars, Month 1 - LS 15°",Sol 2388,-22,-75,-2,-80,839,Value not available,Value not available,06:32,18:28,moderate,Sunny
"Earth, 2019-04-24 UTC","Mars, Month 1 - LS 15°",Sol 2387,-21,-77,0,-83,839,Value not available,Value not available,06:33,18:28,moderate,Sunny
"Earth, 2019-04-23 UTC","Mars, Month 1 - LS 14°",Sol 2386,-20,-77,-1,-81,837,Value not available,Value not available,06:33,18:29,moderate,Sunny
"Earth, 2019-04-22 UTC","Mars, Month 1 - LS 14°",Sol 2385,-20,-75,-1,-81,835,Value not available,Value not available,06:33,18:29,moderate,Sunny
"Earth, 2019-04-21 UTC","Mars, Month 1 - LS 13°",Sol 2384,-21,-76,0,-80,834,Value not available,Value not available,06:33,18:29,moderate,Sunny
"Earth, 2019-04-20 UTC","Mars, Month 1 - LS 13°",Sol 2383,-20,-74,-1,-80,834,Value not available,Value not available,06:34,18:30,moderate,Sunny
"Earth, 2019-04-19 UTC","Mars, Month 1 - LS 13°",Sol 2382,-21,-75,0,-79,834,Value not available,Value not available,06:34,18:30,moderate,Sunny
"Earth, 2019-04-18 UTC","Mars, Month 1 - LS 12°",Sol 2381,-18,-75,0,-78,832,Value not available,Value not available,06:34,18:31,moderate,Sunny
"Earth, 2019-04-17 UTC","Mars, Month 1 - LS 12°",Sol 2380,-20,-76,0,-79,831,Value not available,Value not available,06:35,18:31,moderate,Sunny
"Earth, 2019-04-16 UTC","Mars, Month 1 - LS 11°",Sol 2379,-20,-74,0,-79,830,Value not available,Value not available,06:35,18:31,moderate,Sunny
"Earth, 2019-04-15 UTC","Mars, Month 1 - LS 11°",Sol 2378,-22,-74,-1,-80,830,Value not available,Value not available,06:35,18:32,moderate,Sunny
"Earth, 2019-04-14 UTC","Mars, Month 1 - LS 10°",Sol 2377,-21,-74,-1,-80,830,Value not available,Value not available,06:35,18:32,moderate,Sunny
"Earth, 2019-04-13 UTC","Mars, Month 1 - LS 10°",Sol 2376,-20,-75,0,-80,830,Value not available,Value not available,06:36,18:33,moderate,Sunny
"Earth, 2019-04-12 UTC","Mars, Month 1 - LS 9°",Sol 2375,-19,-75,1,-78,829,Value not available,Value not available,06:36,18:33,moderate,Sunny
"Earth, 2019-04-11 UTC","Mars, Month 1 - LS 9°",Sol 2374,-18,-75,0,-82,829,Value not available,Value not available,06:36,18:34,moderate,Sunny
"Earth, 2019-04-10 UTC","Mars, Month 1 - LS 8°",Sol 2373,-19,-76,0,-79,828,Value not available,Value not available,06:37,18:34,moderate,Sunny
"Earth, 2019-04-09 UTC","Mars, Month 1 - LS 8°",Sol 2372,-20,-74,1,-84,828,Value not available,Value not available,06:37,18:34,moderate,Sunny
"Earth, 2019-04-08 UTC","Mars, Month 1 - LS 7°",Sol 2371,-19,-74,1,-80,827,Value not available,Value not available,06:37,18:35,moderate,Sunny
"Earth, 2019-04-07 UTC","Mars, Month 1 - LS 7°",Sol 2370,-20,-76,3,-81,827,Value not available,Value not available,06:37,18:35,moderate,Sunny
"Earth, 2019-04-06 UTC","Mars, Month 1 - LS 6°",Sol 2369,-19,-76,0,-85,828,Value not available,Value not available,06:38,18:36,moderate,Sunny
"Earth, 2019-04-05 UTC","Mars, Month 1 - LS 6°",Sol 2368,-18,-77,2,-78,827,Value not available,Value not available,06:38,18:36,moderate,Sunny
"Earth, 2019-04-04 UTC","Mars, Month 1 - LS 5°",Sol 2367,-18,-75,1,-79,826,Value not available,Value not available,06:38,18:36,moderate,Sunny
"Earth, 2019-04-03 UTC","Mars, Month 1 - LS 5°",Sol 2366,-19,-74,1,-83,825,Value not available,Value not available,06:38,18:37,moderate,Sunny
"Earth, 2019-04-02 UTC","Mars, Month 1 - LS 4°",Sol 2365,-19,-74,1,-79,826,Value not available,Value not available,06:39,18:37,moderate,Sunny
"Earth, 2019-04-01 UTC","Mars, Month 1 - LS 4°",Sol 2364,-20,-75,5,-88,826,Value not available,Value not available,06:39,18:38,moderate,Sunny
"Earth, 2019-03-31 UTC","Mars, Month 1 - LS 3°",Sol 2363,-18,-74,9,-85,824,Value not available,Value not available,06:39,18:38,moderate,Sunny
"Earth, 2019-03-30 UTC","Mars, Month 1 - LS 2°",Sol 2362,-17,-74,8,-91,824,Value not available,Value not available,06:39,18:38,moderate,Sunny
"Earth, 2019-03-28 UTC","Mars, Month 1 - LS 2°",Sol 2361,-10,-75,5,-82,824,Value not available,Value not available,06:40,18:39,moderate,Sunny
"Earth, 2019-03-27 UTC","Mars, Month 1 - LS 1°",Sol 2360,-18,-74,5,-83,823,Value not available,Value not available,06:40,18:39,moderate,Sunny
"Earth, 2019-03-26 UTC","Mars, Month 1 - LS 1°",Sol 2359,-20,-74,6,-82,821,Value not available,Value not available,06:40,18:39,moderate,Sunny
"Earth, 2019-03-25 UTC","Mars, Month 1 - LS 0°",Sol 2358,-18,-74,4,-84,820,Value not available,Value not available,06:40,18:40,moderate,Sunny
"Earth, 2019-03-24 UTC","Mars, Month 1 - LS 0°",Sol 2357,-19,-78,5,-83,820,Value not available,Value not available,06:41,18:40,moderate,Sunny
"Earth, 2019-03-23 UTC","Mars, Month 12 - LS 359°",Sol 2356,-16,-76,4,-82,821,Value not available,Value not available,06:41,18:41,moderate,Sunny
"Earth, 2019-03-22 UTC","Mars, Month 12 - LS 359°",Sol 2355,-18,-75,5,-80,820,Value not available,Value not available,06:41,18:41,moderate,Sunny
"Earth, 2019-03-21 UTC","Mars, Month 12 - LS 358°",Sol 2354,-18,-75,3,-80,819,Value not available,Value not available,06:41,18:41,moderate,Sunny
"Earth, 2019-03-20 UTC","Mars, Month 12 - LS 358°",Sol 2353,-16,-74,4,-80,819,Value not available,Value not available,06:41,18:42,moderate,Sunny
"Earth, 2019-03-19 UTC","Mars, Month 12 - LS 357°",Sol 2352,-16,-74,6,-81,818,Value not available,Value not available,06:42,18:42,moderate,Sunny
"Earth, 2019-03-18 UTC","Mars, Month 12 - LS 357°",Sol 2351,-6,-75,7,-80,819,Value not available,Value not available,06:42,18:42,moderate,Sunny
"Earth, 2019-03-17 UTC","Mars, Month 12 - LS 356°",Sol 2350,-17,-74,5,-81,819,Value not available,Value not available,06:42,18:43,moderate,Sunny
"Earth, 2019-03-16 UTC","Mars, Month 12 - LS 356°",Sol 2349,-17,-74,4,-78,818,Value not available,Value not available,06:42,18:43,moderate,Sunny
"Earth, 2019-03-15 UTC","Mars, Month 12 - LS 355°",Sol 2348,-19,-74,5,-84,818,Value not available,Value not available,06:42,18:43,moderate,Sunny
"Earth, 2019-03-14 UTC","Mars, Month 12 - LS 355°",Sol 2347,-19,-60,5,-65,798,Value not available,Value not available,06:43,18:44,moderate,Sunny
"Earth, 2019-03-05 UTC","Mars, Month 12 - LS 350°",Sol 2338,-13,-75,8,-84,817,Value not available,Value not available,06:44,18:47,moderate,Sunny
"Earth, 2019-03-04 UTC","Mars, Month 12 - LS 350°",Sol 2337,-17,-73,7,-77,817,Value not available,Value not available,06:44,18:47,moderate,Sunny
"Earth, 2019-03-03 UTC","Mars, Month 12 - LS 349°",Sol 2336,-19,-73,7,-76,814,Value not available,Value not available,06:45,18:47,moderate,Sunny
"Earth, 2019-03-02 UTC","Mars, Month 12 - LS 348°",Sol 2335,-18,-73,6,-77,815,Value not available,Value not available,06:45,18:48,moderate,Sunny
"Earth, 2019-03-01 UTC","Mars, Month 12 - LS 348°",Sol 2334,-18,-73,6,-77,814,Value not available,Value not available,06:45,18:48,moderate,Sunny
"Earth, 2019-02-28 UTC","Mars, Month 12 - LS 347°",Sol 2333,-19,-57,6,-61,789,Value not available,Value not available,06:45,18:48,moderate,Sunny
"Earth, 2019-02-13 UTC","Mars, Month 12 - LS 340°",Sol 2319,-17,-72,5,-74,812,Value not available,Value not available,06:46,18:52,moderate,Sunny
"Earth, 2019-02-12 UTC","Mars, Month 12 - LS 339°",Sol 2318,-17,-73,4,-74,811,Value not available,Value not available,06:46,18:52,moderate,Sunny
"Earth, 2019-02-11 UTC","Mars, Month 12 - LS 339°",Sol 2317,-16,-73,5,-85,812,Value not available,Value not available,06:46,18:52,moderate,Sunny
"Earth, 2019-02-10 UTC","Mars, Month 12 - LS 338°",Sol 2316,-14,-72,4,-73,814,Value not available,Value not available,06:47,18:52,moderate,Sunny
"Earth, 2019-02-09 UTC","Mars, Month 12 - LS 338°",Sol 2315,-17,-71,6,-73,813,Value not available,Value not available,06:47,18:52,moderate,Sunny
"Earth, 2019-02-08 UTC","Mars, Month 12 - LS 337°",Sol 2314,-16,-71,5,-76,814,Value not available,Value not available,06:47,18:53,moderate,Sunny
"Earth, 2019-02-07 UTC","Mars, Month 12 - LS 337°",Sol 2313,-14,-71,10,-76,814,Value not available,Value not available,06:47,18:53,moderate,Sunny
"Earth, 2019-02-06 UTC","Mars, Month 12 - LS 336°",Sol 2312,-13,-72,9,-76,813,Value not available,Value not available,06:47,18:53,moderate,Sunny
"Earth, 2019-02-05 UTC","Mars, Month 12 - LS 335°",Sol 2311,-11,-73,8,-87,812,Value not available,Value not available,06:47,18:53,moderate,Sunny
"Earth, 2019-02-04 UTC","Mars, Month 12 - LS 335°",Sol 2310,-6,-75,7,-76,815,Value not available,Value not available,06:47,18:53,moderate,Sunny
"Earth, 2019-02-03 UTC","Mars, Month 12 - LS 334°",Sol 2309,-16,-71,4,-71,814,Value not available,Value not available,06:47,18:53,moderate,Sunny
"Earth, 2019-02-02 UTC","Mars, Month 12 - LS 334°",Sol 2308,-13,-71,3,-74,814,Value not available,Value not available,06:47,18:54,moderate,Sunny
"Earth, 2019-02-01 UTC","Mars, Month 12 - LS 333°",Sol 2307,-13,-71,5,-75,814,Value not available,Value not available,06:47,18:54,moderate,Sunny
"Earth, 2019-01-31 UTC","Mars, Month 12 - LS 333°",Sol 2306,-12,-70,4,-71,813,Value not available,Value not available,06:47,18:54,moderate,Sunny
"Earth, 2019-01-30 UTC","Mars, Month 12 - LS 332°",Sol 2305,-4,-73,4,-71,814,Value not available,Value not available,06:47,18:54,moderate,Sunny
"Earth, 2019-01-29 UTC","Mars, Month 12 - LS 332°",Sol 2304,-6,-73,4,-72,814,Value not available,Value not available,06:47,18:54,moderate,Sunny
"Earth, 2019-01-28 UTC","Mars, Month 12 - LS 331°",Sol 2303,-7,-73,5,-71,815,Value not available,Value not available,06:47,18:54,moderate,Sunny
"Earth, 2019-01-27 UTC","Mars, Month 12 - LS 330°",Sol 2302,-7,-73,1,-70,815,Value not available,Value not available,06:47,18:54,moderate,Sunny
"Earth, 2019-01-26 UTC","Mars, Month 12 - LS 330°",Sol 2301,-17,-73,0,-72,817,Value not available,Value not available,06:46,18:54,moderate,Sunny
"Earth, 2019-01-25 UTC","Mars, Month 11 - LS 329°",Sol 2300,-7,-73,2,-75,818,Value not available,Value not available,06:46,18:54,moderate,Sunny
"Earth, 2019-01-24 UTC","Mars, Month 11 - LS 329°",Sol 2299,-5,-74,2,-68,818,Value not available,Value not available,06:46,18:55,moderate,Sunny
"Earth, 2019-01-23 UTC","Mars, Month 11 - LS 328°",Sol 2298,-9,-71,1,-67,817,Value not available,Value not available,06:46,18:55,moderate,Sunny
"Earth, 2019-01-22 UTC","Mars, Month 11 - LS 328°",Sol 2297,-12,-70,2,-68,818,Value not available,Value not available,06:46,18:55,moderate,Sunny
"Earth, 2019-01-21 UTC","Mars, Month 11 - LS 327°",Sol 2296,-7,-73,1,-69,817,Value not available,Value not available,06:46,18:55,moderate,Sunny
"Earth, 2019-01-20 UTC","Mars, Month 11 - LS 326°",Sol 2295,-8,-68,1,-67,820,Value not available,Value not available,06:46,18:55,moderate,Sunny
"Earth, 2019-01-19 UTC","Mars, Month 11 - LS 326°",Sol 2294,-8,-70,1,-68,820,Value not available,Value not available,06:46,18:55,moderate,Sunny
"Earth, 2019-01-18 UTC","Mars, Month 11 - LS 325°",Sol 2293,-9,-69,1,-75,821,Value not available,Value not available,06:46,18:55,moderate,Sunny
"Earth, 2019-01-17 UTC","Mars, Month 11 - LS 325°",Sol 2292,-7,-72,1,-69,824,Value not available,Value not available,06:46,18:55,moderate,Sunny
"Earth, 2019-01-16 UTC","Mars, Month 11 - LS 324°",Sol 2291,-8,-70,2,-69,823,Value not available,Value not available,06:46,18:55,moderate,Sunny
"Earth, 2019-01-15 UTC","Mars, Month 11 - LS 324°",Sol 2290,-10,-69,3,-71,821,Value not available,Value not available,06:45,18:55,moderate,Sunny
"Earth, 2019-01-14 UTC","Mars, Month 11 - LS 323°",Sol 2289,-8,-69,4,-70,822,Value not available,Value not available,06:45,18:55,moderate,Sunny
"Earth, 2019-01-12 UTC","Mars, Month 11 - LS 322°",Sol 2288,-7,-68,4,-69,823,Value not available,Value not available,06:45,18:55,moderate,Sunny
"Earth, 2019-01-11 UTC","Mars, Month 11 - LS 322°",Sol 2287,-7,-69,2,-70,821,Value not available,Value not available,06:45,18:55,moderate,Sunny
"Earth, 2019-01-10 UTC","Mars, Month 11 - LS 321°",Sol 2286,-8,-68,2,-69,822,Value not available,Value not available,06:45,18:55,moderate,Sunny
"Earth, 2019-01-09 UTC","Mars, Month 11 - LS 321°",Sol 2285,-8,-69,5,-71,823,Value not available,Value not available,06:45,18:55,high,Sunny
"Earth, 2019-01-08 UTC","Mars, Month 11 - LS 320°",Sol 2284,-7,-70,5,-74,829,Value not available,Value not available,06:44,18:55,high,Sunny
"Earth, 2019-01-07 UTC","Mars, Month 11 - LS 319°",Sol 2283,-9,-71,6,-80,825,Value not available,Value not available,06:44,18:55,high,Sunny
"Earth, 2019-01-06 UTC","Mars, Month 11 - LS 319°",Sol 2282,-5,-71,5,-72,830,Value not available,Value not available,06:44,18:55,high,Sunny
"Earth, 2019-01-05 UTC","Mars, Month 11 - LS 318°",Sol 2281,-6,-71,5,-72,826,Value not available,Value not available,06:44,18:55,high,Sunny
"Earth, 2019-01-04 UTC","Mars, Month 11 - LS 318°",Sol 2280,-9,-71,5,-72,834,Value not available,Value not available,06:44,18:55,high,Sunny
"Earth, 2019-01-03 UTC","Mars, Month 11 - LS 317°",Sol 2279,-8,-71,5,-71,830,Value not available,Value not available,06:43,18:55,high,Sunny
"Earth, 2019-01-02 UTC","Mars, Month 11 - LS 317°",Sol 2278,-5,-71,6,-76,828,Value not available,Value not available,06:43,18:54,high,Sunny
"Earth, 2019-01-01 UTC","Mars, Month 11 - LS 316°",Sol 2277,-5,-71,6,-75,831,Value not available,Value not available,06:43,18:54,high,Sunny
"Earth, 2018-12-31 UTC","Mars, Month 11 - LS 315°",Sol 2276,-6,-71,6,-72,830,Value not available,Value not available,06:43,18:54,high,Sunny
"Earth, 2018-12-30 UTC","Mars, Month 11 - LS 315°",Sol 2275,-7,-71,6,-72,834,Value not available,Value not available,06:42,18:54,high,Sunny
"Earth, 2018-12-29 UTC","Mars, Month 11 - LS 314°",Sol 2274,-5,-74,7,-73,828,Value not available,Value not available,06:42,18:54,high,Sunny
"Earth, 2018-12-28 UTC","Mars, Month 11 - LS 314°",Sol 2273,-5,-71,7,-73,834,Value not available,Value not available,06:42,18:54,high,Sunny
"Earth, 2018-12-27 UTC","Mars, Month 11 - LS 313°",Sol 2272,-4,-73,6,-72,831,Value not available,Value not available,06:42,18:54,high,Sunny
"Earth, 2018-12-26 UTC","Mars, Month 11 - LS 312°",Sol 2271,-7,-70,6,-74,830,Value not available,Value not available,06:41,18:54,high,Sunny
"Earth, 2018-12-25 UTC","Mars, Month 11 - LS 312°",Sol 2270,-5,-75,7,-73,835,Value not available,Value not available,06:41,18:53,high,Sunny
"Earth, 2018-12-24 UTC","Mars, Month 11 - LS 311°",Sol 2269,-4,-75,6,-71,829,Value not available,Value not available,06:41,18:53,high,Sunny
"Earth, 2018-12-23 UTC","Mars, Month 11 - LS 311°",Sol 2268,-10,-74,6,-73,836,Value not available,Value not available,06:40,18:53,high,Sunny
"Earth, 2018-12-22 UTC","Mars, Month 11 - LS 310°",Sol 2267,-5,-73,6,-72,830,Value not available,Value not available,06:40,18:53,high,Sunny
"Earth, 2018-12-21 UTC","Mars, Month 11 - LS 309°",Sol 2266,-7,-71,6,-82,836,Value not available,Value not available,06:40,18:53,high,Sunny
"Earth, 2018-12-20 UTC","Mars, Month 11 - LS 309°",Sol 2265,-5,-71,7,-72,836,Value not available,Value not available,06:39,18:52,high,Sunny
"Earth, 2018-12-19 UTC","Mars, Month 11 - LS 308°",Sol 2264,-6,-71,6,-71,833,Value not available,Value not available,06:39,18:52,high,Sunny
"Earth, 2018-12-18 UTC","Mars, Month 11 - LS 308°",Sol 2263,-7,-74,8,-72,838,Value not available,Value not available,06:39,18:52,high,Sunny
"Earth, 2018-12-16 UTC","Mars, Month 11 - LS 306°",Sol 2261,-7,-70,6,-72,839,Value not available,Value not available,06:38,18:51,high,Sunny
"Earth, 2018-12-13 UTC","Mars, Month 11 - LS 305°",Sol 2258,-6,-70,8,-71,841,Value not available,Value not available,06:37,18:51,high,Sunny
"Earth, 2018-12-12 UTC","Mars, Month 11 - LS 304°",Sol 2257,-4,-72,7,-73,836,Value not available,Value not available,06:36,18:50,high,Sunny
"Earth, 2018-12-11 UTC","Mars, Month 11 - LS 303°",Sol 2256,-11,-70,8,-79,843,Value not available,Value not available,06:36,18:50,high,Sunny
"Earth, 2018-12-10 UTC","Mars, Month 11 - LS 303°",Sol 2255,-11,-71,9,-73,841,Value not available,Value not available,06:36,18:50,high,Sunny
"Earth, 2018-12-09 UTC","Mars, Month 11 - LS 302°",Sol 2254,-13,-71,8,-72,845,Value not available,Value not available,06:35,18:49,high,Sunny
"Earth, 2018-12-08 UTC","Mars, Month 11 - LS 302°",Sol 2253,-15,-70,9,-72,845,Value not available,Value not available,06:35,18:49,high,Sunny
"Earth, 2018-12-07 UTC","Mars, Month 11 - LS 301°",Sol 2252,-15,-72,7,-80,840,Value not available,Value not available,06:34,18:49,high,Sunny
"Earth, 2018-12-05 UTC","Mars, Month 11 - LS 300°",Sol 2251,-15,-74,9,-75,847,Value not available,Value not available,06:34,18:48,high,Sunny
"Earth, 2018-12-04 UTC","Mars, Month 11 - LS 300°",Sol 2250,-14,-70,9,-75,842,Value not available,Value not available,06:33,18:48,moderate,Sunny
"Earth, 2018-12-03 UTC","Mars, Month 10 - LS 299°",Sol 2249,-4,-70,11,-74,846,Value not available,Value not available,06:33,18:48,moderate,Sunny
"Earth, 2018-12-02 UTC","Mars, Month 10 - LS 298°",Sol 2248,1,-71,10,-75,846,Value not available,Value not available,06:32,18:47,moderate,Sunny
"Earth, 2018-12-01 UTC","Mars, Month 10 - LS 298°",Sol 2247,-4,-70,11,-73,844,Value not available,Value not available,06:32,18:47,moderate,Sunny
"Earth, 2018-11-30 UTC","Mars, Month 10 - LS 297°",Sol 2246,2,-71,11,-73,848,Value not available,Value not available,06:31,18:47,high,Sunny
"Earth, 2018-11-29 UTC","Mars, Month 10 - LS 297°",Sol 2245,-7,-70,11,-79,845,Value not available,Value not available,06:31,18:46,moderate,Sunny
"Earth, 2018-11-28 UTC","Mars, Month 10 - LS 296°",Sol 2244,-5,-70,13,-81,849,Value not available,Value not available,06:30,18:46,moderate,Sunny
"Earth, 2018-11-27 UTC","Mars, Month 10 - LS 295°",Sol 2243,-3,-70,11,-74,848,Value not available,Value not available,06:30,18:45,moderate,Sunny
"Earth, 2018-11-26 UTC","Mars, Month 10 - LS 295°",Sol 2242,-2,-70,11,-74,848,Value not available,Value not available,06:29,18:45,moderate,Sunny
"Earth, 2018-11-25 UTC","Mars, Month 10 - LS 294°",Sol 2241,-2,-70,10,-73,850,Value not available,Value not available,06:29,18:45,moderate,Sunny
"Earth, 2018-11-24 UTC","Mars, Month 10 - LS 294°",Sol 2240,0,-70,11,-71,849,Value not available,Value not available,06:28,18:44,moderate,Sunny
"Earth, 2018-11-23 UTC","Mars, Month 10 - LS 293°",Sol 2239,-2,-70,10,-83,852,Value not available,Value not available,06:28,18:44,moderate,Sunny
"Earth, 2018-11-22 UTC","Mars, Month 10 - LS 292°",Sol 2238,-2,-69,11,-72,853,Value not available,Value not available,06:27,18:43,moderate,Sunny
"Earth, 2018-11-21 UTC","Mars, Month 10 - LS 292°",Sol 2237,-3,-70,10,-73,854,Value not available,Value not available,06:27,18:43,moderate,Sunny
