,matchId,playerId,playType,bodyPart,x,y,interveningOpponents,interveningTeammates,interferenceOnShooter,minute,second,outcome
2753,m_162,p_127,during the match,left foot,20.95,-11.72,5,1,high,43,31,missed opportunity
2754,m_202,p_25,during the match,right foot,13.97,1.0,2,0,medium,57,53,missed opportunity
2755,m_173,p_7,during the match,left foot,6.24,11.47,2,0,high,3,9,kick to the defense
2756,m_204,p_34,during the match,right foot,12.72,-14.71,2,0,medium,16,29,missed opportunity
2757,m_113,p_46,during the match,right foot,23.44,-11.47,4,0,low,47,32,missed opportunity
2758,m_236,p_43,during the match,head,14.22,6.98,2,0,high,87,18,missed opportunity
2759,m_142,p_117,during the match,head,9.73,-1.25,2,1,high,11,5,goalkeeper save
2760,m_210,p_70,during the match,right foot,22.69,10.23,2,0,medium,49,58,missed opportunity
2761,m_160,p_18,during the match,left foot,8.98,3.24,2,0,high,91,50,missed opportunity
2762,m_185,p_1,during the match,left foot,22.69,6.98,3,0,medium,11,8,missed opportunity
2763,m_1,p_134,during the match,right foot,15.46,2.74,4,0,low,68,10,kick to the defense
2764,m_67,p_70,during the match,right foot,11.97,-13.22,2,0,medium,8,15,missed opportunity
2765,m_73,p_24,penalty,right foot,10.97,0.0,1,0,low,44,20,missed opportunity
2766,m_123,p_78,during the match,right foot,27.93,-12.97,2,0,medium,96,34,missed opportunity
2767,m_66,p_112,during the match,right foot,10.23,9.98,3,0,high,48,22,kick to the defense
2768,m_198,p_23,during the match,right foot,3.49,-1.75,2,0,medium,15,34,goalkeeper save
2769,m_144,p_100,during the match,right foot,27.18,0.75,4,0,medium,8,31,kick to the defense
2770,m_187,p_24,during the match,head,7.98,7.73,4,1,medium,26,1,missed opportunity
2771,m_169,p_158,during the match,left foot,7.23,11.22,2,0,low,30,59,goalkeeper save
2772,m_216,p_117,during the match,right foot,9.48,10.47,2,0,medium,75,58,missed opportunity
2773,m_99,p_68,during the match,right foot,19.7,16.96,2,0,low,24,13,goalkeeper save
2774,m_41,p_76,during the match,left foot,21.45,-7.48,4,0,low,9,35,missed opportunity
2775,m_51,p_99,during the match,right foot,14.46,8.48,2,0,medium,45,41,kick to the defense
2776,m_238,p_7,during the match,right foot,22.69,17.21,2,1,medium,56,3,missed opportunity
2777,m_210,p_84,during the match,right foot,9.73,4.49,1,0,,32,48,own goal
2778,m_215,p_138,during the match,left foot,38.16,5.74,5,3,low,50,17,goalkeeper save
2779,m_102,p_24,during the match,left foot,26.19,1.25,2,0,medium,33,54,missed opportunity
2780,m_105,p_159,during the match,right foot,10.72,5.74,4,1,high,49,36,missed opportunity
2781,m_183,p_136,during the match,left foot,20.45,14.46,3,0,medium,80,3,missed opportunity
2782,m_164,p_60,during the match,right foot,13.72,-13.47,2,0,medium,70,16,missed opportunity
2783,m_222,p_54,during the match,left foot,12.72,6.73,1,0,medium,87,26,goal
2784,m_120,p_125,during the match,left foot,19.45,-13.72,1,0,medium,59,45,missed opportunity
2785,m_15,p_81,during the match,right foot,4.24,7.23,4,0,low,85,57,goalkeeper save
2786,m_228,p_130,direct free kick,left foot,26.43,0.0,7,2,low,30,0,kick to the defense
2787,m_76,p_115,during the match,right foot,20.7,3.49,4,2,high,36,21,kick to the defense
2788,m_127,p_60,during the match,left foot,12.97,12.97,2,0,medium,86,53,missed opportunity
2789,m_25,p_86,during the match,left foot,10.72,0.75,4,1,high,39,42,kick to the defense
2790,m_134,p_147,during the match,left foot,12.22,-13.97,4,1,medium,65,59,missed opportunity
2791,m_161,p_85,direct free kick,left foot,21.7,-2.49,6,2,low,82,28,goalkeeper save
2792,m_205,p_125,during the match,head,1.5,3.24,2,0,low,76,28,goal
2793,m_77,p_46,during the match,left foot,26.43,-2.24,4,3,low,35,11,kick to the defense
2794,m_183,p_142,penalty,right foot,10.97,0.0,1,0,low,41,28,goal
2795,m_94,p_5,during the match,left foot,8.23,15.21,2,0,medium,2,23,kick to the defense
2796,m_213,p_90,during the match,left foot,21.7,-14.22,2,0,medium,77,19,kick to the defense
2797,m_240,p_139,during the match,left foot,19.2,-6.73,2,0,low,88,35,missed opportunity
2798,m_133,p_136,during the match,head,4.49,-6.98,3,0,high,51,4,goal
2799,m_142,p_42,during the match,left foot,15.96,-7.48,2,1,medium,27,8,kick to the defense
2800,m_63,p_44,during the match,right foot,14.96,-8.98,4,1,high,88,56,missed opportunity
2801,m_221,p_44,during the match,left foot,12.97,-10.23,2,0,medium,84,36,missed opportunity
2802,m_22,p_6,during the match,head,12.72,2.99,3,1,high,18,13,missed opportunity
2803,m_148,p_81,during the match,head,8.98,-6.98,2,0,high,41,45,kick to the defense
2804,m_18,p_93,during the match,head,10.97,4.49,1,0,low,73,12,missed opportunity
2805,m_9,p_60,during the match,left foot,12.47,15.96,2,0,low,80,10,goalkeeper save
2806,m_33,p_142,during the match,right foot,22.94,11.22,3,1,low,91,41,missed opportunity
2807,m_69,p_61,during the match,right foot,28.93,3.24,3,2,low,48,42,goalkeeper save
2808,m_225,p_149,during the match,right foot,15.71,3.49,3,0,low,25,0,kick to the defense
2809,m_180,p_46,during the match,right foot,17.96,-9.48,1,0,low,68,0,missed opportunity
2810,m_81,p_16,during the match,head,8.73,-1.0,1,0,low,58,26,missed opportunity
2811,m_105,p_127,during the match,left foot,10.47,11.72,2,0,high,89,25,kick to the defense
2812,m_23,p_114,during the match,head,11.97,8.23,3,1,medium,47,56,missed opportunity
2813,m_56,p_26,during the match,right foot,3.74,-0.75,1,0,medium,74,51,goal
2814,m_238,p_131,during the match,right foot,25.19,-12.47,2,0,medium,87,54,goalkeeper save
2815,m_159,p_32,during the match,right foot,12.47,-11.72,2,0,medium,60,34,missed opportunity
2816,m_145,p_79,during the match,right foot,10.47,-13.47,2,0,medium,10,31,goal
2817,m_74,p_103,during the match,head,6.98,-0.5,1,0,low,6,23,missed opportunity
2818,m_52,p_75,during the match,left foot,6.48,-14.71,3,0,medium,81,35,goalkeeper save
2819,m_87,p_6,during the match,head,6.73,-8.48,2,0,low,2,49,missed opportunity
2820,m_26,p_102,during the match,right foot,33.67,-4.74,2,1,low,62,2,goalkeeper save
2821,m_139,p_65,during the match,right foot,15.21,-6.48,7,1,high,11,16,kick to the defense
2822,m_56,p_115,during the match,left foot,0.25,0.25,0,0,medium,51,4,goal
2823,m_206,p_7,during the match,left foot,24.19,0.25,2,0,low,49,27,kick to the defense
2824,m_235,p_148,during the match,head,13.47,-9.23,3,0,low,22,10,goalkeeper save
2825,m_198,p_48,during the match,right foot,15.71,5.24,3,0,medium,0,43,goalkeeper save
2826,m_124,p_9,during the match,left foot,12.72,13.47,2,0,low,87,1,goalkeeper save
2827,m_200,p_18,during the match,left foot,27.18,-0.75,2,0,medium,3,12,goalkeeper save
2828,m_211,p_48,during the match,left foot,21.45,1.0,2,0,medium,70,44,goal
2829,m_48,p_77,during the match,left foot,21.45,-1.0,2,0,medium,39,58,kick to the defense
2830,m_18,p_116,direct free kick,right foot,30.18,10.72,5,1,low,64,48,missed opportunity
2831,m_127,p_69,during the match,right foot,10.23,-11.47,2,1,medium,61,15,goalkeeper save
2832,m_13,p_68,during the match,left foot,10.72,2.74,2,0,low,17,4,missed opportunity
2833,m_52,p_65,during the match,right foot,10.72,6.73,1,0,medium,87,55,goalkeeper save
2834,m_221,p_5,during the match,right foot,19.7,8.73,4,1,low,13,47,kick to the defense
2835,m_17,p_110,during the match,left foot,8.98,11.97,1,0,low,28,47,missed opportunity
2836,m_93,p_8,during the match,left foot,13.22,-15.46,3,0,medium,31,3,kick to the defense
2837,m_10,p_60,during the match,right foot,3.99,-1.75,1,0,high,86,31,kick to the defense
2838,m_232,p_110,during the match,right foot,9.23,-10.97,2,0,medium,58,58,goalkeeper save
2839,m_113,p_55,during the match,head,6.48,4.74,2,0,medium,40,19,kick to the defense
2840,m_18,p_141,during the match,left foot,18.45,-2.74,3,0,medium,85,7,goalkeeper save
2841,m_198,p_1,during the match,right foot,2.74,8.73,2,0,low,9,3,kick to the crossbar
2842,m_239,p_9,during the match,right foot,15.46,-1.25,1,0,low,11,40,missed opportunity
2843,m_185,p_45,during the match,left foot,13.22,0.75,7,1,low,25,31,missed opportunity
2844,m_178,p_153,during the match,left foot,14.96,0.25,2,0,medium,33,52,missed opportunity
2845,m_144,p_6,during the match,head,7.48,-2.24,1,0,high,60,4,goal
2846,m_17,p_138,during the match,head,6.24,2.99,1,0,low,92,2,missed opportunity
2847,m_124,p_43,during the match,head,8.23,-2.74,2,0,medium,61,46,missed opportunity
2848,m_208,p_71,during the match,right foot,14.46,2.0,1,0,high,80,43,goalkeeper save
2849,m_235,p_76,during the match,right foot,20.2,-14.22,3,1,medium,26,31,missed opportunity
2850,m_198,p_30,during the match,right foot,4.74,10.97,2,0,medium,36,6,goalkeeper save
2851,m_185,p_81,during the match,right foot,6.98,4.49,1,0,high,66,41,missed opportunity
2852,m_55,p_121,during the match,right foot,11.72,-5.24,2,0,low,46,38,goal
2853,m_41,p_89,during the match,right foot,6.73,-14.22,2,0,high,73,52,kick to the defense
2854,m_17,p_114,during the match,right foot,23.44,21.7,3,0,low,66,45,missed opportunity
2855,m_44,p_52,during the match,left foot,30.67,5.24,4,1,medium,76,32,missed opportunity
2856,m_18,p_146,during the match,left foot,19.95,11.47,3,1,medium,45,50,kick to the defense
2857,m_219,p_56,during the match,right foot,27.93,4.74,3,1,medium,64,58,goal
2858,m_49,p_156,during the match,right foot,1.75,2.24,0,0,low,10,28,goal
2859,m_55,p_23,penalty,right foot,10.97,0.0,1,0,low,43,28,goal
2860,m_48,p_66,during the match,head,8.23,-1.75,2,0,medium,90,43,missed opportunity
2861,m_148,p_112,during the match,left foot,21.95,10.23,3,1,low,41,27,goalkeeper save
2862,m_226,p_82,during the match,head,11.72,6.73,5,2,medium,54,8,missed opportunity
2863,m_202,p_85,during the match,left foot,9.23,13.47,2,0,low,81,28,missed opportunity
2864,m_192,p_18,during the match,left foot,24.19,-0.5,2,0,low,28,33,goalkeeper save
2865,m_169,p_149,during the match,right foot,24.19,15.71,3,0,medium,8,10,missed opportunity
2866,m_227,p_35,during the match,left foot,18.45,1.0,3,1,medium,77,34,goal
2867,m_56,p_7,during the match,left foot,22.44,-9.23,2,0,medium,4,7,goal
2868,m_229,p_82,during the match,right foot,4.99,-4.24,2,0,high,81,3,missed opportunity
2869,m_102,p_75,during the match,head,12.22,7.23,3,1,high,56,29,missed opportunity
2870,m_192,p_152,during the match,left foot,30.43,-6.48,3,0,medium,23,39,missed opportunity
2871,m_142,p_139,during the match,right foot,22.69,12.22,3,0,low,48,59,missed opportunity
2872,m_239,p_138,during the match,right foot,12.72,-4.99,2,0,high,50,9,kick to the defense
2873,m_121,p_32,during the match,right foot,12.72,5.49,2,0,medium,55,9,goalkeeper save
2874,m_104,p_140,during the match,right foot,7.48,-13.72,2,0,medium,87,4,missed opportunity
2875,m_10,p_67,during the match,right foot,12.72,-1.5,3,1,low,73,25,goalkeeper save
2876,m_205,p_73,during the match,right foot,20.95,-6.73,3,0,low,24,46,missed opportunity
2877,m_139,p_37,during the match,left foot,12.72,13.22,3,3,high,46,56,kick to the defense
2878,m_44,p_92,during the match,head,10.97,-4.49,2,0,medium,36,18,missed opportunity
2879,m_50,p_135,during the match,left foot,9.23,-7.23,1,0,low,30,15,goalkeeper save
2880,m_199,p_117,during the match,right foot,16.96,12.97,2,0,medium,44,23,goalkeeper save
2881,m_144,p_111,direct free kick,left foot,18.45,-12.72,7,1,low,57,17,kick to the defense
2882,m_157,p_52,during the match,right foot,13.22,24.94,2,0,medium,33,13,goalkeeper save
2883,m_14,p_135,during the match,right foot,22.2,-14.22,2,0,low,0,8,goalkeeper save
2884,m_172,p_150,during the match,right foot,28.18,0.75,5,1,medium,39,3,goalkeeper save
2885,m_88,p_1,during the match,left foot,6.73,0.25,0,0,low,41,6,goal
2886,m_24,p_43,during the match,left foot,9.73,-12.97,3,1,medium,88,36,goalkeeper save
2887,m_70,p_18,during the match,head,9.23,-8.98,2,0,low,80,17,goal
2888,m_130,p_117,during the match,left foot,24.19,-0.75,3,0,low,22,5,goal
2889,m_119,p_50,during the match,head,8.23,3.74,3,1,high,65,30,missed opportunity
2890,m_207,p_11,during the match,left foot,9.98,-6.73,1,0,low,62,39,missed opportunity
2891,m_114,p_114,during the match,left foot,18.45,-3.99,5,1,high,7,36,kick to the defense
2892,m_219,p_54,during the match,left foot,6.98,11.97,2,0,medium,90,52,goalkeeper save
2893,m_105,p_6,during the match,right foot,11.97,13.47,3,0,medium,5,3,kick to the defense
2894,m_58,p_25,during the match,head,7.73,-3.49,1,1,low,8,43,goalkeeper save
2895,m_125,p_124,during the match,right foot,19.95,9.48,3,0,medium,46,42,goalkeeper save
2896,m_54,p_21,during the match,right foot,11.72,-12.47,1,0,low,10,58,goal
2897,m_67,p_114,during the match,right foot,17.71,2.99,2,0,medium,83,49,goalkeeper save
2898,m_160,p_55,during the match,left foot,21.7,1.0,2,0,high,70,45,goalkeeper save
2899,m_131,p_156,during the match,left foot,19.7,-4.99,3,0,medium,40,5,kick to the defense
2900,m_44,p_146,during the match,left foot,18.95,-12.97,2,0,medium,45,5,missed opportunity
2901,m_169,p_46,during the match,right foot,19.7,21.45,3,0,low,37,4,missed opportunity
2902,m_200,p_100,during the match,right foot,10.97,-13.47,2,0,low,75,0,missed opportunity
2903,m_210,p_5,during the match,left foot,12.22,2.24,3,1,low,8,4,kick to the crossbar
2904,m_207,p_63,during the match,right foot,20.7,-14.22,3,1,low,76,5,missed opportunity
2905,m_100,p_81,during the match,head,7.73,2.99,1,1,medium,14,44,missed opportunity
2906,m_78,p_133,during the match,right foot,27.93,-33.92,2,0,low,47,59,missed opportunity
2907,m_148,p_61,during the match,left foot,1.75,2.49,0,0,low,27,25,goal
2908,m_207,p_145,during the match,right foot,5.74,-8.48,2,0,high,76,6,goalkeeper save
2909,m_160,p_156,during the match,right foot,12.72,-3.99,2,0,low,22,14,goalkeeper save
2910,m_45,p_58,during the match,head,9.23,3.99,3,2,low,61,26,goalkeeper save
2911,m_185,p_31,direct free kick,right foot,24.44,-14.71,4,2,low,8,0,goalkeeper save
2912,m_149,p_139,during the match,head,4.49,-4.49,2,0,high,66,47,goalkeeper save
2913,m_230,p_5,during the match,right foot,7.48,-0.5,1,0,high,25,30,goalkeeper save
2914,m_42,p_44,during the match,head,8.73,0.5,2,0,low,86,14,kick to the crossbar
2915,m_79,p_38,during the match,right foot,11.72,11.22,2,0,medium,63,32,kick to the defense
2916,m_8,p_27,during the match,right foot,7.48,-10.72,1,0,low,89,41,goalkeeper save
2917,m_11,p_128,during the match,right foot,4.74,-2.49,1,0,medium,59,28,goalkeeper save
2918,m_195,p_26,during the match,right foot,4.49,-2.74,2,0,medium,82,52,missed opportunity
2919,m_138,p_11,during the match,head,5.49,7.73,3,3,low,34,55,kick to the defense
2920,m_139,p_88,during the match,left foot,7.73,4.99,2,0,high,81,38,missed opportunity
2921,m_165,p_55,during the match,right foot,10.97,-8.48,1,0,low,53,10,missed opportunity
2922,m_228,p_73,during the match,right foot,7.73,0.5,1,0,medium,60,4,kick to the defense
2923,m_182,p_121,during the match,right foot,5.24,-1.75,2,0,high,47,34,kick to the defense
2924,m_49,p_149,during the match,right foot,7.98,14.22,3,1,medium,46,27,kick to the defense
2925,m_51,p_62,during the match,head,8.73,-3.74,1,0,medium,58,38,missed opportunity
2926,m_151,p_117,during the match,right foot,6.98,-12.97,1,0,medium,20,5,goalkeeper save
2927,m_22,p_124,during the match,head,4.49,2.49,2,0,high,18,5,missed opportunity
2928,m_165,p_150,during the match,left foot,14.46,-3.74,3,0,low,31,30,missed opportunity
2929,m_112,p_43,during the match,right foot,30.18,-5.24,4,1,medium,23,59,missed opportunity
2930,m_216,p_110,during the match,head,9.48,1.5,5,3,medium,53,47,kick to the defense
2931,m_143,p_143,during the match,right foot,22.2,21.95,2,0,low,37,19,missed opportunity
2932,m_57,p_144,during the match,right foot,4.24,5.99,2,0,medium,33,34,missed opportunity
2933,m_142,p_146,during the match,right foot,16.46,-5.99,1,0,medium,72,32,goalkeeper save
2934,m_2,p_8,during the match,left foot,14.71,10.47,3,1,medium,73,16,goalkeeper save
2935,m_225,p_23,during the match,head,10.72,-6.24,2,0,high,52,25,missed opportunity
2936,m_231,p_12,during the match,right foot,18.21,8.48,2,0,high,38,34,kick to the defense
2937,m_132,p_83,during the match,left foot,5.99,9.73,3,2,low,89,14,kick to the defense
2938,m_40,p_101,during the match,left foot,21.45,-8.73,1,1,medium,33,20,goalkeeper save
2939,m_63,p_150,during the match,head,8.98,1.25,2,0,medium,90,36,missed opportunity
2940,m_182,p_141,during the match,head,5.49,-0.75,2,0,medium,68,27,goalkeeper save
2941,m_120,p_17,during the match,right foot,24.69,3.99,3,0,medium,48,58,missed opportunity
2942,m_112,p_138,during the match,left foot,13.72,-10.47,2,0,medium,79,43,missed opportunity
2943,m_23,p_81,during the match,left foot,7.73,-13.47,2,0,medium,80,4,kick to the defense
2944,m_132,p_110,direct free kick,right foot,27.68,11.47,5,2,low,44,52,goalkeeper save
2945,m_195,p_154,during the match,right foot,12.47,4.49,1,0,medium,74,2,goalkeeper save
2946,m_198,p_47,during the match,head,8.48,6.48,2,0,low,57,9,goal
2947,m_234,p_136,during the match,right foot,18.21,4.74,3,1,high,93,28,kick to the defense
2948,m_199,p_57,during the match,head,9.23,-2.74,1,0,medium,11,58,kick to the defense
2949,m_135,p_42,during the match,left foot,23.69,-4.99,2,0,low,14,51,missed opportunity
2950,m_14,p_41,during the match,right foot,11.97,-7.98,2,0,medium,20,52,missed opportunity
2951,m_208,p_49,during the match,right foot,2.24,-11.72,3,0,medium,54,7,goalkeeper save
2952,m_159,p_7,during the match,right foot,5.99,-14.22,2,0,high,93,21,goalkeeper save
2953,m_155,p_44,during the match,right foot,22.94,12.22,3,1,low,59,10,goal
2954,m_202,p_74,during the match,right foot,3.24,-3.99,1,0,low,81,11,goal
2955,m_43,p_132,during the match,right foot,22.2,-9.23,3,0,low,79,23,goalkeeper save
2956,m_170,p_103,during the match,left foot,23.19,15.21,3,2,low,83,27,missed opportunity
2957,m_188,p_158,during the match,left foot,7.23,8.73,1,0,medium,68,41,goalkeeper save
2958,m_99,p_17,direct free kick,right foot,17.46,1.75,9,3,low,77,28,kick to the crossbar
2959,m_74,p_41,during the match,right foot,25.69,2.99,3,0,medium,19,26,goalkeeper save
2960,m_88,p_38,during the match,left foot,28.68,1.25,2,0,medium,70,3,goalkeeper save
2961,m_77,p_146,during the match,right foot,26.19,-1.5,4,1,medium,2,30,goalkeeper save
2962,m_209,p_120,during the match,right foot,12.97,-7.48,2,0,low,81,1,goalkeeper save
2963,m_103,p_145,during the match,left foot,13.97,-3.99,2,0,high,18,45,kick to the defense
2964,m_128,p_42,during the match,right foot,2.49,-1.0,0,0,low,72,35,goal
2965,m_23,p_1,during the match,head,12.47,-1.5,2,0,medium,51,47,missed opportunity
2966,m_77,p_24,during the match,head,7.23,11.97,2,0,high,40,20,kick to the defense
